Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,grafica,Gráfica analisis,,,
BIM-067703,TRANSPORTADOR RECTO HORIZONTAL MASA 1.4 MAQUINDAL  PL5 TT M3,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-067703,TRANSPORTADOR RECTO HORIZONTAL MASA 1.4 MAQUINDAL  PL5 TT M3,MAQUINDAL,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-067987,TRANS REC INCLITP-TH7604BDA FLUSH GRID   PL=5 L3,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-067987,TRANS REC INCLI SALIDA JIRAFA 3 FLUSH GRID PL5 TT,FLUSH GRID,NA,TH7604BDA ,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-067992,TRANS REC INCLITP-TH 2602BDA FLUSH GRID   PL=5 HORI,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1860,TORTILLAS ,BIM-067992,TRANS RECTO ENTRADA ENFRIADOR #2 PL5 TT,FLUSH GRID,NA,TH 2602BDA ,NA,TORTILLAS CAMBIO CC DE 1850 A 1860,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-067995,TRANS REC INCLITP-TH9602BDA FLUSH GRID  - PL=5 L2,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-067995,TRANS REC INCLI JIRAFA LINEA 3 PL5 TT,FLUSH GRID,NA,TH9602BDA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068000,TRANS REC INCLI SIS C LINEA  9TP-TH9501BDA FLUSH GRID  S-900  PL=5,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068000,TRANSPORTADOR RECTO INCLINADO SALIDA ENFRIADOR 9 PL5 TT,FLUSH GRID,NA,TH9501BDA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068001,TRANS REC INCLI  SIS A LINEA 1TP-TH1601BDA FLUSH GRID  S-110  PL=5 L1,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068001,TRANS REC INCLI  SIS A LINEA 1TP-TH1601BDA FLUSH GRID  S-110  PL=5 L1,FLUSH GRID,NA,TH1601BDA ,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068004,TRANS REC INCLI  SIS B LINEA 9 FLUSH GRID S-110 PL5 TT,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068004,TRANS REC INCLI  SIS B LINEA 9 FLUSH GRID S-110 PL5 TT,FLUSH GRID,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068016,TRANS REC INCLI  SIS B LINEA 4TP-TH4602BDA FLUSH GRID  S-110 pl=5,PLANTA 5,PL5,RESGUARDO WONDER S. 3825,,PROCESO ,1850,TORTILLAS ,Transferencia,TRANS REC INCLI  SIS B SALIDA JIRAFA LINEA 4 FLUSH GRID PL5 TT,FLUSH GRID,NA,TH4602BDA,NA,RESGUARDO WONDER S. 3825,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068017,TRANS CURVO EN S SISTEMA C LINEA 8TP-TH8601BDA FLUSH GRID S-2400S-01-0  PL=5 L5,PLANTA 5,PL5,RESGUARDO WONDER S.3878,,PROCESO ,1850,TORTILLAS ,Transferencia,TRANSPORTADOR CURVO EN S ENTRADA ENFRIADOR 5 PL5 TT,FLUSH GRID,NA,TH8601BDA ,NA,RESGUARDO WONDER S.3878,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068023,TANQUE DE AIRE 09-UF020224-02 PL5,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,Transferencia,TANQUE DE AIRE 09-UF020224-02 PL5,GENERICA,NA,NA,NA,RESGUARDO WONDER S. 3819,TANQUE,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068048,TORNO MCA. ROMI  PL=5,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,Transferencia,TORNO MCA ROMI  PL=5,ROMI,NA,NA,NA,RESGUARDO WONDER S. 3894,TORNO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068194,TABLERO 1FTH MQL-04 S-92-702-01 PL=5,PLANTA 5,PL5,RESGUARDO WONDER S. 3827,ACTIVO,PROCESO ,1850,TORTILLAS ,Transferencia,TABLERO 1FTH 6.7 LINEA TORTILLAS PL5 TT,MAQUINDAL,NA,NA,NA,RESGUARDO WONDER S. 3827,TABLERO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068217,MEZCLADORA M5 1600LBS PEERLESS,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068217,MEZCLADORA DE MASA PEERLESS BISSC TAM 13 #4 PL5 TT,PEERLESS,NA,NA,NA,,MEZCLADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068218,MEZCLADORA DE MASA PEERLESS TAM 16 PL= 5  No3,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068218,MEZCLADORA DE MASA PEERLESS TAM 16 #3 PL5 TT,PEERLESS,NA,NA,NA,,MEZCLADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068219,ARTESA LAMINADO CON TINA  CTA 26-7 PL=5 No 3,PLANTA 5,PL5 ,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068219,ARTESA LAMINADO CON TINA #3 PL5 TT,GENERICA,NA,NA,NA,,ARTESA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068220,ARTESA LAMINADO CON TINA  CTA 26-7 PL=5 No 4,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068220,ARTESA LAMINADO CON TINA  CTA 26-7 PL=5 No 4,GENERICA,NA,NA,NA,,ARTESA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068221,ELEVADOR DE MASA # 3 BANDA SANITARIA MAQUINDAL TM1-01,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068221,TRANSPORTADOR ELEVADOR DE MASA 2 TM2-01 MEZCLADORA M5,MAQUINDAL,NA,NA,NA,,ELEVADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068223,ELEVADOR DE MASA # 1 BANDA SANITARIA MAQUINDAL TM1-01 92-077,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068223,TRANSPORTADOR ELEVADOE DE MASA #1 MEZCLADORA 3 PL5 TT,MAQUINDAL,NA,NA,NA,,ELEVADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068224,ELEVADOR DE MASA # 2 BANDA SANITARIA MAQUINDAL TM1-01 92-551,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068224,TRANSPORTADOR M-TM1-02-03-04-05-06 CTA 26-7  PL=5 M4,MAQUINDAL,NA,NA,NA,,ELEVADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068227,DIVISORA # 1 30 GPM WINKLER DERBY E 39309,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068227,DIVISORA P/TORTILLAS WINKLER #1 PL5 TT,WINKLER DERBY,NA,NA,NA,,DIVISORA ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068228,BOLEADORA Y FERMENTADOR P/ TORTILLINAS  PL=5 No 6,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068228,BOLEADORA Y FERMENTADOR P/ TORTILLINAS #6 PL5 TT,GENERICA,NA,NA,NA,,BOLEADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068229,DIVISORA # 2 30 GPM WINKLER DERBY E 39285,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068229,DIVISORA P/TORTILLAS WINKLER #2 PL5 TT,WINKLER DERBY,NA,NA,NA,,DIVISORA ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068231,DIVISORA # 3 30 GPM WINKLER DERBY E 39291,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068231,DIVISORA PTORTILLAS PL= 5 No 3,WINKLER DERBY,NA,NA,NA,,DIVISORA ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068234,BOLEADORA Y FERMENTADOR P/ TORTILLINAS  PL=5 No 1,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068234,BOLEADORA Y FERMENTADOR P/ TORTILLINAS #1 PL5 TT,GENERICA,NA,NA,NA,,BOLEADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068235,DIVISORA # 5 60 GPM AMF DIVIDER 86203159,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068235,DIVISORA P/TORTILLAS #5 PL5 TT,GENERICA,NA,NA,NA,,DIVISORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068236,BOLEADORA Y FERMENTADOR P/ TORTILLINAS  PL=5 No 3,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068236,BOLEADORA Y FERMENTADOR P/ TORTILLINAS #3 PL5 TT,GENERICA,NA,NA,NA,,BOLEADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068237,DIVISORA P/TORTILLAS PL= 5 No 6,PLANTA 5,PL5,RESGUARDO WONDER S.3815,,PROCESO ,1850,RESGUARDO WONDER S.3815,Transferencia,DIVISORA P/TORTILLAS WINKLER #6 PL5 TT,GENERICA,NA,NA,NA,,DIVISORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068238,BOLEADORA Y FERMENTADOR P/ TORTILLINAS  PL=5 No 2,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068238,BOLEADORA Y FERMENTADOR P/ TORTILLINAS #2 PL5 TT,GENERICA,NA,NA,NA,,BOLEADORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068239,PREPLANCHADOR DE BOLAS DE MASA # 08 16 CONOS TORTILLA CHICA SIES 15B-792-224 E08-0270,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068239,SISTEMA DE PREPLANCHADO PRENSA #8 PL5 TT,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068240,COMAL # 01 760000 BTU HERRERA FO-168 9206339,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068240,HORNO PARA TORTILLAS LINEA 1 PL=5 COMAL 1,HERRERA,NA,NA,NA,,COMAL,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068242,HORNO PARA TORTILLAS LINEA 6 PL=5 COMAL 6,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068242,HORNO PARA TORTILLAS LINEA 6 PL=5 COMAL 6,GENERICA,NA,NA,NA,,HORNO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068245,COMAL # 03 760000 BTU HERRERA FO-168 9203333,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068245,HORNO PARA TORTILLAS LINEA 3 COMAL 3 PL5 TT,HERRERA,NA,NA,NA,,COMAL,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068246,COMAL # 02 760000 BTU HERRERA FO-168 9205336,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068246,HORNO PARA TORTILLAS LINEA 2 PL=5 COMAL 2,HERRERA,NA,NA,NA,,COMAL,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068248,TRANSPORTADOR TORTILLA MAQUINDAL 26-5  PL= 5 MASA 2.1 M4,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068248,TRANSPORTADOR TORTILLA MAQUINDAL 26-5  PL= 5 MASA 2.1 M4,MAQUINDAL,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068249,TRANSPORTADOR TORTILLA MAQUINDAL MASA 2.2 PL5 TT M3,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068249,TRANSPORTADOR TORTILLA MAQUINDAL MASA 2.2 PL5 TT M3,MAQUINDAL,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068250,TRANSPORTADOR TORTILLA MAQUINDAL 26-5  PL= 5 MASA 2.3 M3,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068250,TRANSPORTADOR TORTILLA MAQUINDAL 26-5  PL= 5 MASA 2.3 M3,MAQUINDAL,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068251,TRANSPORTADOR TORTILLA MASA 3.2 Y 3.3 PL5 TT M5,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068251,TRANSPORTADOR TORTILLA MASA 3.2 Y 3.3 PL5 TT M5,GENERICA,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068253,TRANSPORTADOR TORTILLA MAQUINDAL MASA 3.3 Y 3.1 PL5 TT M4,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068253,TRANSPORTADOR TORTILLA MAQUINDAL MASA 3.3 Y 3.1 PL5 TT M4,MAQUINDAL,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068271,PRENSA PARA TORTILLAS LINEA 8 PL=5 PRENSA 9,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068271,PRENSA PARA TORTILLAS LINEA 8 PRENSA 9 PL5 TT,GENERICA,NA,NA,NA,,PRENSA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068272,COMAL # 06 1200000 BTU LAWRENCE 0F03414-04 F0330,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068272,HORNO PARA TORTILLAS LINEA 8 COMAL 8 PL5 TT,LAWRENCE,NA,NA,NA,,COMAL,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068275,PRENSA # 08 15 GPM LAWRENCE 0FP3233-03 FP226,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068275,PRENSA PARA TORTILLAS LINEA 8 PRENSA 8 PL5 TT,LAWRENCE,NA,NA,NA,,PRENSA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068276,COMAL # 07 1200000 BTU LAWRENCE 0F03414-03 70229,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-068276,HORNO PARA TORTILLAS LINEA 9 COMAL 9 PL5 TT,LAWRENCE,NA,NA,NA,,COMAL,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068304,TRANS INCLI (ARRIBA) CON SIST DE VACIO PL5 TT L4,PLANTA 5,PL5,RESGUARDO WONDER S. 3819,,PROCESO ,1850,TORTILLAS ,Transferencia,TRANS INCLI (ARRIBA) CON SIST DE VACIO PL5 TT L4,GENERICA,NA,NA,NA,RESGUARDO WONDER S. 3819,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068307,TRANS INCLI (ABAJO) CON SIST DE VACIO PARA PEGAR LAS TORT A BAN  PL=5 L4,PLANTA 5,PL5,RESGUARDO WONDER S. 3894,,PROCESO ,1850,TORTILLAS ,Transferencia,TRANSPORTADOR JIRAFA L4 PL5 TT,GENERICA,NA,NA,NA,RESGUARDO WONDER S. 3894,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069146,TRANSPORTADOR DE LEVANTADO ENTRADA VERIFICADOR ISHIDA PL5 TT EM5,PLANTA 5,PL5,DESUSO UTILIZABLE,INACTIVO,PROCESO ,1850,TORTILLAS ,BIM-069146,TRANSPORTADOR DE LEVANTADO ENTRADA VERIFICADOR ISHIDA PL5 TT EM5,ISHIDA,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-069666,TRANSFERENCIA SALIDA DE COMAL,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-069666,TRANSFERENCIA SALIDA DE COMAL,GENERICA,NA,03-0324,NA,PROCESO TORTILLAS DE TRIGO,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-071557,PREPLANCHADOR DE BOLAS DE MASA # 04 16 CONOS SIES 15B-798-455 06-0195,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-071557,SISTEMA DE PREPRENSADO 1,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-071558,PREPLANCHADOR DE BOLAS DE MASA # 05 16 CONOS SIES 15B- 798-455,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-071558,SISTEMA DE PREPRENSADO 2,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-071567,TRANSPORTADOR DE ELEVACION DE TORTILLAS,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-071567,TRANSPORTADOR DE ELEVACION DE TORTILLAS,GENERICA,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-078889,SISTEMA DE AHORRO DE ENERGIA Y CONTROL DE VELOCIDAD,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-078889,SIST DE AHORRO DE ENERGIA Y CTROL DE VEL PARA M5 PL5 TT,GENERICA,NA,NA,NA,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-092241,TRANSPORTADOR EN PRENSA 05-0340 L1,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-092241,TRANSPORTADOR EN PRENSA 05-0340 L1,GENERICA,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-096944,SISTEMA  PARA VARIACION DE VELOCIDAD Y CONTROL 50HP,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-096944,SISTEMA  PARA VARIACION DE VELOCIDAD Y CONTROL 50HP M3 PL5 TT,GENERICA,NA,NA,NA,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-096945,SISTEMA  PARA VARIACION DE VELOCIDAD Y CONTROL 40HP,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-096945,SISTEMA  PARA VARIACION DE VELOCIDAD Y CONTROL 40HP M4 PL5 TT,GENERICA,NA,NA,NA,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-100989,DIVISORA # 6 60 GPM AMF DIVIDER 900 86206154,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-100989,DIVISORA PTORTILLAS PL= 5 No 8,GENERICA,NA,NA,NA,,DIVISORA ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-100991,DIVISORA # 7 60 GPM AMF DIVIDER 900 86206154,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-100991,DIVISORA P/TORTILLAS AMF #9 PL5 TT,GENERICA,NA,NA,NA,,DIVISORA ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-101252,PRENSA # 02 15 GPM HERRERA HERCULES TP 3232,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-101252,TRANSPORTADOR PARA PRENSA DE TORTILLAS 2,GENERICA,NA,NA,NA,,PRENSA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-109083,PRENSA # 01 15 GPM HERRERA HERCULES TP 3232,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-109083,PRENSA PARA TORTILLAS PRENSA 1 LINEA 1 PL5 TT,HERRERA,NA,NA,NA,,PRENSA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-109084,PREPLANCHADOR DE BOLAS DE MASA # 09A 8 C0N0S TORTILLA GRANDE SIES,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-109084,PRECENTRADOR DE BOLAS DE MASA #9 PL5 TT L8,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-109086,TRANSFERENCIA DE TORTILLAS DE BANDA SANITARIA A COMAL #6,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-109086,TRANSFERENCIA DE TORTILLAS DE BANDA SANITARIA A COMAL 6,GENERICA,NA,NA,NA,,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-121600,TRANSFRENCIA DE TORTILLAS DE BANDA ARIA L2,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-121600,TRANSFRENCIA DE TORTILLAS DE BANDA ARIA L2,GENERICA,NA,NA,NA,,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-121617,TRANSFERECIA DE TORTILLAS DE BANDA ARIA L1,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-121617,TRANSFERECIA DE TORTILLAS DE BANDA ARIA L1,GENERICA,NA,NA,NA,,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-127670,SISTEMA DE SINCRONIA Y RETROFIT DEL ENFRIADOR # 1 PL5,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-127670,SISTEMA DE SINCRONIA Y RETROFIT DEL ENFRIADOR  TORRE B PL5 TT,GENERICA,NA,NA,NA,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-128865,TRANSPORTADOR PARA PRENSA DE TORTILLAS LINEA 1,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-128865,TRANSPORTADOR PARA PRENSA DE TORTILLAS LINEA 6 PL5 TT,GENERICA,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-130386,PREPLANCHADOR DE BOLAS DE MASA # 06 16 CONOS SIES 15B-798-455,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-130386,SISTEMA DE PREPRENSADO,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-153979,TRANSPORTADOR RECTO INCLINADO LINEA 9 DE TORTILLAS,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-153979,TRANSPORTADOR RECTO INCLINADO LINEA 9 DE TORTILLAS,GENERICA,NA,NA,NA,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-169547,PRECENTRADOR DE BOLAS DE MASA # 2,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-169547,PRECENTRADOR DE BOLAS DE MASA #2 PL5 TT,GENERICA,NA,NA,NA,,PRECENTRADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-169548,PREPLANCHADOR DE BOLAS DE MASA # 03 16 CONOS SIES 15B-798-455,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-169548,PRECENTRADOR DE BOLAS DE MASA #3 PL5 TT L3,SIES,NA,15B798455,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-169549,PREPLANCHADOR DE BOLAS DE MASA # 11A 8 CONOS TORTILLA GRANDE SIES,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-169549,PRECENTRADOR DE BOLAS DE MASA #11 PL5 TT,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-169550,PREPLANCHADOR DE BOLAS DE MASA # 11 16 CONOS TORTILLA CHICA SIES 15B-792-224 E08-0271,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-169550,PRECENTRADOR DE BOLAS DE MASA #11 PL5 TT L9,SIES,NA,NA,NA,,PREPLANCHADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-169704,SISTEMA PREPRENSADO 8 CAVIDADES,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-169704,SISTEMA PREPRENSADO 8 CAVIDADES,GENERICA,NA,NA,NA,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173521,TRANSFERENCIA TIPO CLEA TRAC 36 LINEA 9,PLANTA 5,PL5,EQUIPO EN LINEA,ACTIVO,PROCESO ,1850,TORTILLAS ,BIM-173521,TRANSFERENCIA TIPO CLEA TRAC 36 LINEA 9,CLEAR TRAC,NA,NA,NA,,TRANSFERENCIA,Capturado,Equipo c/Código BIM (validados físicamente),,,
